user_id,user_name,login_name,broadcaster_type
1209369603,marcioalemao,marcioalemao,normal
753861663,lilgizmotv,lilgizmotv,affiliate
167019408,GuilhermeX47,guilhermex47,affiliate
1399391136,darbiandealer,darbiandealer,normal
535266240,diegotormetas2,diegotormetas2,normal
1418920899,kevin3ff11,kevin3ff11,normal
787416033,BlueeOficial,blueeoficial,affiliate
472777734,kabanalbanalan,kabanalbanalan,normal
1242268699,dashyoriginal,dashyoriginal,normal
768476192,dell007w,dell007w,affiliate
98567049,LilliKat,lillikat,affiliate
776045517,xnavitormanx,xnavitormanx,normal
886932429,s_o_u_r_diesel_707,s_o_u_r_diesel_707,normal
628491266,ttvpollock76,ttvpollock76,affiliate
55444505,IVAANM_,ivaanm_,affiliate
799736909,bananarchy69,bananarchy69,normal
800490581,Smimisa,smimisa,affiliate
1409582168,kentrell_isbck16777,kentrell_isbck16777,normal
462324598,Rojitas_7,rojitas_7,affiliate
1287226276,Ogedin,ogedin,normal
1027736504,EattieeLIVE,eattieelive,normal
169804737,crissis___,crissis___,affiliate
605717453,its_kosher,its_kosher,affiliate
983958486,ricardosololeveling,ricardosololeveling,normal
931267587,lilfoxyjessica,lilfoxyjessica,normal
465667080,caffeinecloudz,caffeinecloudz,affiliate
133006175,crazyherorise,crazyherorise,normal
766247789,AkatsukiFox803,akatsukifox803,affiliate
1407452201,grubciu22,grubciu22,normal
275022966,luckylakitu,luckylakitu,affiliate
713491587,ksi_morphis,ksi_morphis,normal
584647536,MindOfDevon,mindofdevon,normal
726926234,bcool__323,bcool__323,normal
1270121409,moistyoshi_710,moistyoshi_710,normal
696058919,BarDoKutaro,bardokutaro,affiliate
559186820,FayKooz,faykooz,normal
1413055391,r_stream_2003,r_stream_2003,normal
552207361,NanaMcFly1,nanamcfly1,affiliate
413631508,VX_PRZNT,vx_prznt,normal
751698986,aquelenoki,aquelenoki,normal
193987657,wasatv,wasatv,affiliate
787776605,gennci,gennci,partner
868746372,monkeh2169,monkeh2169,normal
1354007496,darkjuarez06,darkjuarez06,affiliate
1112572937,auto_vv,auto_vv,normal
1106084873,maiomenodl,maiomenodl,normal
910525456,deezbiskits,deezbiskits,normal
1390642222,dralexis7,dralexis7,normal
1367671886,murilo120283k,murilo120283k,normal
494503042,alucardf81,alucardf81,affiliate
1224082353,green_man09,green_man09,normal
1391068126,naruto_x1,naruto_x1,normal
146211933,phoenix10295,phoenix10295,normal
562234197,AveryPetite,averypetite,partner
444695400,hullcracker,hullcracker,normal
947749749,furiikku,furiikku,normal
752911242,BernardoVR46,bernardovr46,normal
819495828,nyuakel,nyuakel,normal
96764871,Spartacuss93,spartacuss93,affiliate
75826129,derdoughnutt,derdoughnutt,affiliate
1401062513,inconnito2892,inconnito2892,normal
266142597,TubNationTV,tubnationtv,affiliate
1253737511,blossom1274,blossom1274,normal
130581338,0V3RBOARD,0v3rboard,affiliate
124584831,LamoreEXE,lamoreexe,affiliate
221545370,It_was_goose,it_was_goose,affiliate
207651874,MeechXKC,meechxkc,normal
992052318,Darvinismo03,darvinismo03,normal
498074739,maragon06070,maragon06070,normal
776078155,uglyboygamer6,uglyboygamer6,normal
927007568,vbrvdley,vbrvdley,normal
251462611,retr0racc00n,retr0racc00n,normal
225838063,Kingdom_Link_25,kingdom_link_25,affiliate
210764787,artemistcg,artemistcg,affiliate
124355638,benjilp214,benjilp214,normal
1277527095,slimeyamans,slimeyamans,normal
651854683,870Ceo,870ceo,normal
1287193514,xtoxickiaratvx,xtoxickiaratvx,normal
567313372,Tio_Hike,tio_hike,affiliate
801637343,billldg,billldg,normal
146277344,iTz_Dan_36,itz_dan_36,normal
1374290916,ynrkai03,ynrkai03,normal
1099006973,SharedNeedles,sharedneedles,affiliate
996246553,03Gaspart,03gaspart,affiliate
1269269516,ElPandaa__,elpandaa__,normal
708019249,tophoncho_,tophoncho_,normal
1374749765,sandy212343,sandy212343,normal
260572294,blackbono76,blackbono76,affiliate
1037173617,Floquito_Gamer,floquito_gamer,normal
537527156,MrRespectGG,mrrespectgg,normal
236618646,t0mxg,t0mxg,normal
